title                                                               , image                                                                                  , date             , broadcast_place                   , genres                                           , certificate                         , synopsis                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , directors                                                                   , scenarists                                        , actors                                                                      , average_notes_press, average_notes_spectators, nationality                   , distributor                                  , awards                   , year_production, movie_type     , language                                                                        , entrance_number_fr
As I Lay Dying                                                      , https://fr.web.img3.acsta.net/c_310_420/pictures/210/262/21026232_20130812112810316.jpg, 9 octobre 2013   , en salle                          , Drame                                            , Tout public                         , "Après le décès d’Addie Bundren, son mari et ses cinq enfants entament un long périple à travers le Mississippi pour accompagner la dépouille jusqu’à sa dernière demeure.,Anse, le père, et leurs enfants Cash, Darl, Jewel, Dewey Dell et le plus jeune, Vardaman, quittent leur ferme sur une charrette où ils ont placé le cercueil. Chacun d’eux, profondément affecté, vit la mort d’Addie à sa façon. Leur voyage jusqu’à Jefferson, la ville natale de la défunte, sera rempli d’épreuves, imposées par la nature ou le destin. Mais pour ce qu’il reste de cette famille, rien ne sera plus dangereux que les tourments et les blessures secrètes que chacun porte au plus profond de lui…"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , James Franco                                                                , "James Franco,Matt Rager"                         , "Beth Grant,James Franco,Tim Blake Nelson"                                  , "2,7"              , "2,7"                   , U.S.A.                        , Metropolitan FilmExport                      , 1 nomination             ,            2013, Long métrage   , Anglais                                                                         , 7 766 entrées
Gangs of Wasseypur - Part 2                                         , https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/93/62/64/20371361.jpg         , 26 décembre 2012 , en salle                          , "Action,Drame,Thriller"                          , Interdit - 12 ans                   , "Les clans de Shahid Khan et Ramadir Singh continuent de s'affronter dans la région de Wasseypur. Et c'est maintenant au petit fils de Shahid, Faizal de reprendre la tête du clan Khan. Fumeur depuis son plus jeune âge et timide, personne, surtout sa mère, ne croient en son potentiel de chef de gang. Mais bientôt Faizal va marquer les esprits par son intelligence et son incroyable soif de vengeance qui ne semble pas trouver de fin. Aidé de ses frères et inspiré des héros de Bollywood, il va étendre le pouvoir du clan Khan comme jamais, combattre Ramadir sans relâche et enfin peut-être connaitre le repos du vainqueur ?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Anurag Kashyap                                                              , "Akhilesh Jaiswal,Anurag Kashyap"                 , "Manoj Bajpai,Richa Chadda,Nawazuddin Siddiqui"                             , "4,1"              , "3,9"                   , Inde                          , Happiness Distribution                       , 1 nomination             ,            2012, Long métrage   , Hindi                                                                           , 4 337 entrées
Nuit #1                                                             , https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/86/48/25/20175083.jpg         , 7 novembre 2012  , en salle                          , Drame                                            , Interdit - 12 ans                   , "Durant la nuit de leur rencontre, leur nuit initiale, un homme et une femme vont passer par tous,les états de la relation amoureuse. Leur histoire aurait pu durer un mois, un an, une vie… Elle vivra une nuit..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , Anne Émond                                                                  , Anne Émond                                        , "Catherine de Léan,Dimitri Storoge,Véronique Rebizov"                       , "3,0"              , "3,4"                   , Canada                        , Fondivina Films                              , 3 nominations            ,            2010, Long métrage   , Français                                                                        , 600 entrées
Chongqing Blues                                                     , https://fr.web.img6.acsta.net/c_310_420/pictures/20/06/25/14/18/4610607.jpg            , 5 août 2020      , en salle                          , Drame                                            , Tout public                         , "Lin, un capitaine de bateau, rentre après 6 mois en mer et apprend la mort de son fils de 25 ans, Lin Bo, abattu par la police. Pour découvrir ce qu’il s’est passé, il retourne à Chongqing, une ville où il a vécu autrefois. Il se rend compte une fois sur place qu’il connaissait très peu son fils et comprend alors à quel point son absence a pesé sur la vie de son enfant."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , Wang Xiaoshuai                                                              , "Yang Yishu,Wang Xiaoshuai"                       , "Xueqi Wang,Bingbing Fan,Hao Qin"                                           , "3,6"              , "3,3"                   , Chine                         , Films sans Frontières                        , 1 nomination             ,            2010, Long métrage   , Chinois                                                                         , 1 181 entrées
Viva                                                                , https://fr.web.img4.acsta.net/c_310_420/pictures/16/06/22/15/10/593696.jpg             , 6 juillet 2016   , en salle                          , Drame                                            , Tout public                         , "A Cuba, un jeune homme qui coiffe les perruques d'artistes travestis, rêve de chanter dans leur cabaret. Mais son père, qui sort de prison, a d'autres rêves pour lui…"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , Paddy Breathnach                                                            , Mark O'Halloran                                   , "Jorge Perugorria,Luis Alberto Garcia,Héctor Medina Valdés"                 , "3,8"              , "4,1"                   , "Irlande,Cuba"                , ARP Sélection                                , Aucun                    ,            2016, Long métrage   , Espagnol                                                                        , 28 580 entrées
Il se passe quelque chose                                           , https://fr.web.img4.acsta.net/c_310_420/pictures/18/07/25/09/59/1084216.jpg            , 15 août 2018     , en salle                          , Drame                                            , Tout public                         , "Avignon. Irma, qui ne trouve plus sa place dans le monde, croise sur sa route Dolorès, une femme libre et décomplexée missionnée pour rédiger un guide touristique gay-friendly sur un coin de Provence oublié. L’improbable duo se lance sur les routes. Au lieu de la Provence pittoresque et sexy recherchée, elles découvrent un monde plus complexe et une humanité chaleureuse qui lutte pour exister. Pour chacune d’elle, c’est un voyage initiatique.,"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Anne Alix                                                                   , "Anne Alix,Alexis Galmot"                         , "Lola Dueñas,Bojena Horackova,Serge Geairain"                               , "3,1"              , "2,6"                   , France                        , Shellac                                      , 1 nomination             ,            2018, Long métrage   , Français                                                                        , 7 082 entrées
Rabies                                                              , https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/94/97/10/20369961.jpg         , 2 janvier 2013   , en DVD                            , Epouvante-horreur                                , Tout public                         , Un serial killer en liberté croise le chemin d'un groupe d'adolescents. Un par un les morts se suivent... Mais le tueur n'est pas celui qu'on croit.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "Navot Papushado,Aharon Keshales"                                           , "Navot Papushado,Aharon Keshales"                 , "Lior Askenazi,Danny Geva,Ania Bukstein"                                    , "1,9"              , --                      , Israël                        , 3 nominations                                , Aucun                    ,            2010, Long métrage   , -                                                                               , 500 000 USD
Cendrillon au Far West                                              , https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/90/56/76/20102626.jpg         , 25 juillet 2012  , en salle                          , "Animation,Western"                              , Tout public                         , "L'action se passe il y a fort longtemps dans le profond Far West… Notre Cendrillon a un caractère de cochon et un cœur énorme mais se trouve bien seule pour affronter son affreuse belle-mère. La venue d'un prince russe dans la ville poussiéreuse va changer bien des choses, d'autant que les bijoux de sa grande Duchesse de mère vont attirer la convoitise de l'affreux Barbazul et de sa bande de pirates échoués sur un galion dans le désert..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , Pascal Hérold                                                               , "Alexandre Apergis,Jérôme Apergis"                , "Alexandra Lamy,Antoine de Caunes,Yolande Moreau"                           , "2,0"              , "1,8"                   , France                        , Bac Films                                    , 1 nomination             ,            2012, Long métrage   , Français                                                                        , 22 400 entrées
"2 temps, 3 mouvements"                                             , https://fr.web.img3.acsta.net/c_310_420/pictures/14/12/03/16/43/175500.jpg             , 28 janvier 2015  , en salle                          , Drame                                            , Tout public                         , "Victor vient d’emménager au Québec avec sa mère. Dans son nouveau lycée, il accumule les retards et les rendez-vous chez le proviseur. Un jour, il assiste à un évènement violent qui va le bouleverser et entraîner chez lui une perte totale de repères...,Entre la France et le Québec, la vie et la mort, la virginité et la sexualité, l’adolescence et l’âge adulte.,"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , Christophe Cousin                                                           , Christophe Cousin                                 , "Zacharie Chasseriaud,Antoine L'Ecuyer,Aure Atika"                          , "2,4"              , "2,2"                   , "France,Canada"               , A3 Distribution                              , Aucun                    ,            2013, Long métrage   , Français                                                                        , 648 entrées
La Maquisarde                                                       , https://fr.web.img5.acsta.net/c_310_420/pictures/20/01/13/09/28/0415258.jpg            , 16 septembre 2020, en salle                          , "Drame,Historique"                               , Tout public                         , "Algérie, 1956, Plongée dans une guerre qui ne dit pas son nom, une jeune paysanne devient, malgré elle, une maquisarde. Mais lors d’une attaque, elle se fait capturer par un groupe de commandos qui la conduit dans un lieu d’interrogatoire interdit, où elle est enfermée avec une ancienne résistante française…"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , Nora Hamdi                                                                  , Nora Hamdi                                        , "Emilie Favre-Bertin,Bastien Tosetti,Mohand Azzoug"                         , "2,0"              , "2,1"                   , "France,Algérie"              , Hévadis Films                                , Aucun                    ,            2019, Long métrage   , Français                                                                        , 381 entrées
Jacob et les chiens qui parlent                                     , https://fr.web.img5.acsta.net/c_310_420/pictures/19/06/07/16/43/0787538.jpg            , 9 octobre 2019   , en salle                          , "Animation,Famille"                              , Tout public                         , "Quand son père doit s’absenter pour son travail, Jacob est, à son grand regret, obligé de passer une semaine chez son oncle Ange et sa cousine Mimi qui vivent en périphérie de Riga, à Maskachka, un quartier populaire presque rural. Le séjour tant redouté va prendre une tournure inattendue quand, avec l’aide de drôles de chiens qui parlent, Jacob et Mimi vont tenter de sauver le vieux quartier d’un colossal et destructeur projet immobilier."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , Edmunds Jansons                                                             , Liga Gaisa                                        ,                                                                             , "3,1"              , "3,1"                   , "Lettonie,Pologne"            , Les Films du Préau                           , Aucun                    ,            2019, Long métrage   , Letton                                                                          , 23 998 entrées
"Hirune Hime, Rêves éveillés"                                       , https://fr.web.img5.acsta.net/c_310_420/pictures/17/04/11/16/48/490953.jpg             , 12 juillet 2017  , en salle                          , "Animation,Drame,Fantastique"                    , Tout public                         , "Morikawa vit avec son père à Okayama. Depuis peu, elle fait une série de rêves étranges. Quand soudain, son père est arrêté par la police. Avec l'aide de son ami Morio, Morikawa est déterminée à libérer son père, ainsi que de démêler le mystère de ses rêves."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , Kenji Kamiyama                                                              , Kenji Kamiyama                                    , "Mitsuki Takahata,Yôsuke Eguchi,Shinnosuke Mitsushima"                      , "3,0"              , "3,3"                   , Japon                         , Eurozoom                                     , 1 nomination             ,            2017, Long métrage   , Japonais                                                                        , 16 675 entrées
Secret de famille                                                   , https://fr.web.img6.acsta.net/c_310_420/pictures/21/06/28/11/00/4814564.jpg            , 4 août 2021      , en salle                          , Drame                                            , Tout public                         , "Joana, 13 ans, a besoin de percer un mystère. Pourquoi sa grande tante Rosa est-elle décédée vierge ? Aidée par son amie Carolina, elle part en quête de réponses qui la mèneront à vivre son premier amour hors des conventions et à découvrir sa véritable identité."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , Cristiane Oliveira                                                          , "Sílvia Lourenço,Cristiane Oliveira"              , "Letícia Kacperski,Isabela Bressane,Joana Vieira"                           , "3,1"              , "2,9"                   , "Brésil,France"               , Epicentre Films                              , Aucun                    ,            2018, Long métrage   , Portugais                                                                       , 1 204 entrées
Nola Circus                                                         , https://fr.web.img6.acsta.net/c_310_420/pictures/16/08/05/11/10/303828.jpg             , 28 septembre 2016, en salle                          , Comédie                                          , Tout public                         , "Will, patron d’un Barber Shop, vit une liaison secrète avec la belle et sexy Nola. Denzel, son demi-frère ultra protecteur, sombre dans une jalousie compulsive. Guiseppe, le boss d’une pizzeria fait venir d'Italie, un tueur à gages. Karen, la dealeuse, pète les plombs... sans oublier Marvin, obsédé notoire ou encore, trois hommes du Ku Klux Klan... Un cocktail explosif qui va secouer la vie tranquille de ce quartier de la Nouvelle-Orléans !"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Luc Annest                                                                  , Luc Annest                                        , "Jessica Morali,Martin Bats Bradford,Kamille McCuin"                        , "1,8"              , "3,0"                   , "France,U.S.A."               , Destiny Films                                , Aucun                    ,            2016, Long métrage   , Anglais                                                                         , 354 entrées
